"","det_id","perp_id","det_start","det_end","det_start_year","det_end_year","det_vulnerable_population","det_age_range","det_gender","det_status","det_violation","det_related_penal_facilities","det_province_penal_facility","det_penal_facility_affiliation","det_type_of_penal_facility","det_event","detainee_number","perp_nationality","perp_organisational_affiliation","perp_age_range","perp_rank","perp_related_penal_facility","perp_affiliated_province","perp_type_of_penal_facility","det_vulnerable_population_bi","det_violation_cl","Deprivation of Liberty","Sexual Violence","Torture","Freedom of Expression","Health","Fair Trial","Conscience and Religion","Forced Labor","Children","Life","Disability"
"951","det-A1390","perp-A0845","01/11/2004","30/06/2005",2004,2005,"Women","20-29","Female","Unknown","Torture & CID_2_A1390|Torture & CID_1_A1390|Torture & CID_3_A1390|Violation of Right to Health_3_A1390|Violation of Right to Health_2_A1390|Violation of Right to Health_1_A1390|Violation of Freedom of Expression_3_A1390|Forced Labour_2_A1390|Forced Labour_1_A1390|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A1390|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A1390|Violation of the Right to Freedom of Conscience, Thought and Religion_3_A1390|Violation of Freedom of Expression_2_A1390|Violation of Freedom of Expression_1_A1390|Arbitrary Deprivation of Liberty_A1390","North Hamgyong Provincial MPS Holding Centre (Nongpo)|Onsong County MSS Detention Centre|Onsong County Labour Training Centre","North Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of State Security|People's Committee of North Korea","Holding Centre|Detention Centre|Labour Training Centre",1,5,"North Korean","Ministry of State Security","30-39","Lieutenant (jungwi)","Onsong County MSS Detention Centre","North Hamgyong","Detention Centre",1,"Torture & CID|Torture & CID|Torture & CID|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Freedom of Expression|Forced Labour|Forced Labour|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression|Violation of Freedom of Expression|Arbitrary Deprivation of Liberty",1,0,1,1,1,0,1,1,0,0,0
"952","det-A0843","perp-A0847","01/04/2005","30/06/2005",2005,2005,"Women","Unknown","Female","Unknown","Violation of Right to Health_A0843|Violation of Freedom of Expression_A0843|Violation of the Right to Freedom of Conscience, Thought and Religion_A0843|Forced Labour_A0843|Torture & CID_A0843","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Ministry of People's Security","Holding Centre",1,2,"North Korean","Ministry of People’s Security","20-29","Sergeant Major (teukmu sangsa)","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",1,"Violation of Right to Health|Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Forced Labour|Torture & CID",0,0,1,1,1,0,1,1,0,0,0
"953","det-A0842","perp-A0847","01/11/2004","30/06/2005",2004,2005,"Women","30-39","Female","Unknown","Arbitrary Deprivation of Liberty_A0842|Violation of Freedom of Expression_2_A0842|Violation of Freedom of Expression_1_A0842|Violation of Freedom of Expression_3_A0842|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0842|Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0842|Forced Labour_A0842|Torture & CID_1_A0842|Torture & CID_2_A0842|Violation of Right to Health_2_A0842|Violation of Right to Health_3_A0842|Violation of Right to Health_1_A0842|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0842|Torture & CID_3_A0842","Onsong County MSS Detention Centre|Onsong County Labour Training Centre|North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong|North Hamgyong|North Hamgyong","Ministry of State Security|People's Committee of North Korea|Ministry of People's Security","Detention Centre|Labour Training Centre|Holding Centre",1,1,"North Korean","Ministry of People’s Security","20-29","Sergeant Major (teukmu sangsa)","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Forced Labour|Torture & CID|Torture & CID|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Torture & CID",1,0,1,1,1,0,1,1,0,0,0
"954","det-A0842","perp-A0845","01/11/2004","30/06/2005",2004,2005,"Women","30-39","Female","Unknown","Arbitrary Deprivation of Liberty_A0842|Violation of Freedom of Expression_2_A0842|Violation of Freedom of Expression_1_A0842|Violation of Freedom of Expression_3_A0842|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0842|Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0842|Forced Labour_A0842|Torture & CID_1_A0842|Torture & CID_2_A0842|Violation of Right to Health_2_A0842|Violation of Right to Health_3_A0842|Violation of Right to Health_1_A0842|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0842|Torture & CID_3_A0842","Onsong County MSS Detention Centre|Onsong County Labour Training Centre|North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong|North Hamgyong|North Hamgyong","Ministry of State Security|People's Committee of North Korea|Ministry of People's Security","Detention Centre|Labour Training Centre|Holding Centre",1,8,"North Korean","Ministry of State Security","30-39","Lieutenant (jungwi)","Onsong County MSS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Forced Labour|Torture & CID|Torture & CID|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Torture & CID",1,0,1,1,1,0,1,1,0,0,0
"955","det-A0841","perp-A0845","01/11/2004","30/04/2005",2004,2005,"Women|Children","0-9","Female","Unknown","Violation of the Rights of Children_1_A0841|Arbitrary Deprivation of Liberty_A0841|Violation of Freedom of Expression_1_A0841|Violation of Freedom of Expression_2_A0841|Violation of Right to Health_1_A0841|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0841|Violation of Right to Health_2_A0841|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0841|Violation of the Rights of Children_2_A0841|Torture & CID_1_A0841|Torture & CID_2_A0841","Onsong County MSS Detention Centre|Onsong County Labour Training Centre","North Hamgyong|North Hamgyong","Ministry of State Security|People's Committee of North Korea","Detention Centre|Labour Training Centre",1,7,"North Korean","Ministry of State Security","30-39","Lieutenant (jungwi)","Onsong County MSS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of the Rights of Children|Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Rights of Children|Torture & CID|Torture & CID",1,0,1,1,1,0,1,0,1,0,0
"956","det-A0840","perp-A0845","01/11/2004","31/12/2004",2004,2004,"Women","30-39","Female","Circumstantial evidence of transfer to a political prison camp","Arbitrary Deprivation of Liberty_A0840|Violation of Freedom of Expression_A0840|Violation of the Right to Freedom of Conscience, Thought and Religion_A0840|Torture & CID_A0840|Violation of Right to Health_A0840","Onsong County MSS Detention Centre","North Hamgyong","Ministry of State Security","Detention Centre",1,4,"North Korean","Ministry of State Security","30-39","Lieutenant (jungwi)","Onsong County MSS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Torture & CID|Violation of Right to Health",1,0,1,1,1,0,1,0,0,0,0
"957","det-A0839","perp-A0845","01/11/2004","31/01/2005",2004,2005,"Pregnant Women|Women","30-39","Female","Unknown","Torture & CID_A0839|Violation of the Right to Freedom of Conscience, Thought and Religion_A0839|Violation of Right to Health_1_A0839|Violation of Freedom of Expression_A0839|Sexual and Gender-based Violence_A0839","Onsong County MSS Detention Centre","North Hamgyong","Ministry of State Security","Detention Centre",1,3,"North Korean","Ministry of State Security","30-39","Lieutenant (jungwi)","Onsong County MSS Detention Centre","North Hamgyong","Detention Centre",1,"Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Right to Health|Violation of Freedom of Expression|Sexual and Gender-based Violence",0,1,1,1,1,0,1,0,0,0,0
"958","det-A1455","perp-A1457","01/10/2003","30/09/2005",2003,2005,"Women|Pregnant Women","20-29","Female","Transferred to further penal facility","Violation of Freedom of Expression_1_A1455|Violation of Right to Health_2_A1455|Torture & CID_3_A1455|Violation of Freedom of Expression_2_A1455|Violation of Right to Health_1_A1455|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A1455|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A1455|Arbitrary Deprivation of Liberty_A1455|Torture & CID_1_A1455|Forced Labour_A1455|Torture & CID_2_A1455|Sexual and Gender-based Violence_A1455","Hamhung Re-education Camp Songwon-ri Branch|Onsong County MSS Detention Centre|Musan County MPS Detention Centre","South Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of State Security|Ministry of People's Security","Re-education Camp |Detention Centre|Detention Centre",1,7,"North Korean","Ministry of People’s Security","30-39","Captain (taewi)","Onsong County MSS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of Freedom of Expression|Violation of Right to Health|Torture & CID|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Arbitrary Deprivation of Liberty|Torture & CID|Forced Labour|Torture & CID|Sexual and Gender-based Violence",1,1,1,1,1,0,1,1,0,0,0
"959","det-A1455","perp-A0399","01/10/2003","30/09/2005",2003,2005,"Women|Pregnant Women","20-29","Female","Transferred to further penal facility","Violation of Freedom of Expression_1_A1455|Violation of Right to Health_2_A1455|Torture & CID_3_A1455|Violation of Freedom of Expression_2_A1455|Violation of Right to Health_1_A1455|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A1455|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A1455|Arbitrary Deprivation of Liberty_A1455|Torture & CID_1_A1455|Forced Labour_A1455|Torture & CID_2_A1455|Sexual and Gender-based Violence_A1455","Hamhung Re-education Camp Songwon-ri Branch|Onsong County MSS Detention Centre|Musan County MPS Detention Centre","South Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of State Security|Ministry of People's Security","Re-education Camp |Detention Centre|Detention Centre",1,12,"North Korean","Ministry of People’s Security","30-39","Captain (taewi)","Hamhung Re-education Camp Songwon-ri Branch","South Hamgyong","Re-education Camp",1,"Violation of Freedom of Expression|Violation of Right to Health|Torture & CID|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Arbitrary Deprivation of Liberty|Torture & CID|Forced Labour|Torture & CID|Sexual and Gender-based Violence",1,1,1,1,1,0,1,1,0,0,0
"960","det-A1455","perp-A0389","01/10/2003","30/09/2005",2003,2005,"Women|Pregnant Women","20-29","Female","Transferred to further penal facility","Violation of Freedom of Expression_1_A1455|Violation of Right to Health_2_A1455|Torture & CID_3_A1455|Violation of Freedom of Expression_2_A1455|Violation of Right to Health_1_A1455|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A1455|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A1455|Arbitrary Deprivation of Liberty_A1455|Torture & CID_1_A1455|Forced Labour_A1455|Torture & CID_2_A1455|Sexual and Gender-based Violence_A1455","Hamhung Re-education Camp Songwon-ri Branch|Onsong County MSS Detention Centre|Musan County MPS Detention Centre","South Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of State Security|Ministry of People's Security","Re-education Camp |Detention Centre|Detention Centre",1,12,"North Korean","Ministry of People’s Security","30-39","Lieutenant (jungwi)","Hamhung Re-education Camp Songwon-ri Branch","South Hamgyong","Re-education Camp",1,"Violation of Freedom of Expression|Violation of Right to Health|Torture & CID|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Arbitrary Deprivation of Liberty|Torture & CID|Forced Labour|Torture & CID|Sexual and Gender-based Violence",1,1,1,1,1,0,1,1,0,0,0
"961","det-A1455","perp-A0388","01/10/2003","30/09/2005",2003,2005,"Women|Pregnant Women","20-29","Female","Transferred to further penal facility","Violation of Freedom of Expression_1_A1455|Violation of Right to Health_2_A1455|Torture & CID_3_A1455|Violation of Freedom of Expression_2_A1455|Violation of Right to Health_1_A1455|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A1455|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A1455|Arbitrary Deprivation of Liberty_A1455|Torture & CID_1_A1455|Forced Labour_A1455|Torture & CID_2_A1455|Sexual and Gender-based Violence_A1455","Hamhung Re-education Camp Songwon-ri Branch|Onsong County MSS Detention Centre|Musan County MPS Detention Centre","South Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of State Security|Ministry of People's Security","Re-education Camp |Detention Centre|Detention Centre",1,7,"North Korean","Ministry of People’s Security","40-49","Captain (taewi)","Hamhung Re-education Camp Songwon-ri Branch","South Hamgyong","Re-education Camp",1,"Violation of Freedom of Expression|Violation of Right to Health|Torture & CID|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Arbitrary Deprivation of Liberty|Torture & CID|Forced Labour|Torture & CID|Sexual and Gender-based Violence",1,1,1,1,1,0,1,1,0,0,0
"962","det-A1455","perp-A0387","01/10/2003","30/09/2005",2003,2005,"Women|Pregnant Women","20-29","Female","Transferred to further penal facility","Violation of Freedom of Expression_1_A1455|Violation of Right to Health_2_A1455|Torture & CID_3_A1455|Violation of Freedom of Expression_2_A1455|Violation of Right to Health_1_A1455|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A1455|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A1455|Arbitrary Deprivation of Liberty_A1455|Torture & CID_1_A1455|Forced Labour_A1455|Torture & CID_2_A1455|Sexual and Gender-based Violence_A1455","Hamhung Re-education Camp Songwon-ri Branch|Onsong County MSS Detention Centre|Musan County MPS Detention Centre","South Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of State Security|Ministry of People's Security","Re-education Camp |Detention Centre|Detention Centre",1,8,"North Korean","Ministry of People’s Security","40-49","Captain (taewi)","Hamhung Re-education Camp Songwon-ri Branch","South Hamgyong","Re-education Camp",1,"Violation of Freedom of Expression|Violation of Right to Health|Torture & CID|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Arbitrary Deprivation of Liberty|Torture & CID|Forced Labour|Torture & CID|Sexual and Gender-based Violence",1,1,1,1,1,0,1,1,0,0,0
"963","det-A1454","perp-A0399","01/04/2004","30/09/2005",2004,2005,"Children","10-19","Male","Unknown","Violation of Freedom of Expression_A1454|Violation of Right to Health_A1454|Violation of the Right to Freedom of Conscience, Thought and Religion_A1454|Forced Labour_A1454|Violation of the Rights of Children_A1454","Hamhung Re-education Camp","South Hamgyong","Ministry of People's Security","Re-education Camp",1,9,"North Korean","Ministry of People’s Security","30-39","Captain (taewi)","Hamhung Re-education Camp Songwon-ri Branch","South Hamgyong","Re-education Camp",1,"Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Forced Labour|Violation of the Rights of Children",0,0,0,1,1,0,1,1,1,0,0
"964","det-A1454","perp-A0389","01/04/2004","30/09/2005",2004,2005,"Children","10-19","Male","Unknown","Violation of Freedom of Expression_A1454|Violation of Right to Health_A1454|Violation of the Right to Freedom of Conscience, Thought and Religion_A1454|Forced Labour_A1454|Violation of the Rights of Children_A1454","Hamhung Re-education Camp","South Hamgyong","Ministry of People's Security","Re-education Camp",1,11,"North Korean","Ministry of People’s Security","30-39","Lieutenant (jungwi)","Hamhung Re-education Camp Songwon-ri Branch","South Hamgyong","Re-education Camp",1,"Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Forced Labour|Violation of the Rights of Children",0,0,0,1,1,0,1,1,1,0,0
"965","det-A1454","perp-A0388","01/04/2004","30/09/2005",2004,2005,"Children","10-19","Male","Unknown","Violation of Freedom of Expression_A1454|Violation of Right to Health_A1454|Violation of the Right to Freedom of Conscience, Thought and Religion_A1454|Forced Labour_A1454|Violation of the Rights of Children_A1454","Hamhung Re-education Camp","South Hamgyong","Ministry of People's Security","Re-education Camp",1,12,"North Korean","Ministry of People’s Security","40-49","Captain (taewi)","Hamhung Re-education Camp Songwon-ri Branch","South Hamgyong","Re-education Camp",1,"Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Forced Labour|Violation of the Rights of Children",0,0,0,1,1,0,1,1,1,0,0
"966","det-A1454","perp-A0387","01/04/2004","30/09/2005",2004,2005,"Children","10-19","Male","Unknown","Violation of Freedom of Expression_A1454|Violation of Right to Health_A1454|Violation of the Right to Freedom of Conscience, Thought and Religion_A1454|Forced Labour_A1454|Violation of the Rights of Children_A1454","Hamhung Re-education Camp","South Hamgyong","Ministry of People's Security","Re-education Camp",1,10,"North Korean","Ministry of People’s Security","40-49","Captain (taewi)","Hamhung Re-education Camp Songwon-ri Branch","South Hamgyong","Re-education Camp",1,"Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Forced Labour|Violation of the Rights of Children",0,0,0,1,1,0,1,1,1,0,0
"967","det-A1446","perp-A1447","01/02/1999","28/02/2000",1999,2000,"Children","10-19","Male","Transferred to further penal facility","Violation of the Rights of Children_A1446|Violation of Right to Health_A1446|Torture & CID_A1446|Violation of the Right to Freedom of Conscience, Thought and Religion_A1446|Violation of Freedom of Expression_A1446","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,5,"North Korean","Ministry of People’s Security","30-39","Junior Lieutenant (sowi)","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of the Rights of Children|Violation of Right to Health|Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression",0,0,1,1,1,0,1,0,1,0,0
"968","det-A1446","perp-A0936","01/02/1999","28/02/2000",1999,2000,"Children","10-19","Male","Transferred to further penal facility","Violation of the Rights of Children_A1446|Violation of Right to Health_A1446|Torture & CID_A1446|Violation of the Right to Freedom of Conscience, Thought and Religion_A1446|Violation of Freedom of Expression_A1446","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,5,"North Korean","Ministry of People’s Security","40-49","Major (sojwa)","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of the Rights of Children|Violation of Right to Health|Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression",0,0,1,1,1,0,1,0,1,0,0
"969","det-A1446","perp-A0935","01/02/1999","28/02/2000",1999,2000,"Children","10-19","Male","Transferred to further penal facility","Violation of the Rights of Children_A1446|Violation of Right to Health_A1446|Torture & CID_A1446|Violation of the Right to Freedom of Conscience, Thought and Religion_A1446|Violation of Freedom of Expression_A1446","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,5,"North Korean","Ministry of People’s Security","40-49","Unknown","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of the Rights of Children|Violation of Right to Health|Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression",0,0,1,1,1,0,1,0,1,0,0
"970","det-A1445","perp-A1447","01/02/1999","28/02/2000",1999,2000,"Detainees with Disabilities","40-49","Male","Unknown","Violation of the Right to Freedom of Conscience, Thought and Religion_A1445|Violation of Right to Health_A1445|Torture & CID_A1445|Violation of Freedom of Expression_A1445|Violation of the Rights of Detainees with Disabilities_A1445","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,4,"North Korean","Ministry of People’s Security","30-39","Junior Lieutenant (sowi)","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Right to Health|Torture & CID|Violation of Freedom of Expression|Violation of the Rights of Detainees with Disabilities",0,0,1,1,1,0,1,0,0,0,1
"971","det-A1445","perp-A0936","01/02/1999","28/02/2000",1999,2000,"Detainees with Disabilities","40-49","Male","Unknown","Violation of the Right to Freedom of Conscience, Thought and Religion_A1445|Violation of Right to Health_A1445|Torture & CID_A1445|Violation of Freedom of Expression_A1445|Violation of the Rights of Detainees with Disabilities_A1445","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,4,"North Korean","Ministry of People’s Security","40-49","Major (sojwa)","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Right to Health|Torture & CID|Violation of Freedom of Expression|Violation of the Rights of Detainees with Disabilities",0,0,1,1,1,0,1,0,0,0,1
"972","det-A1445","perp-A0935","01/02/1999","28/02/2000",1999,2000,"Detainees with Disabilities","40-49","Male","Unknown","Violation of the Right to Freedom of Conscience, Thought and Religion_A1445|Violation of Right to Health_A1445|Torture & CID_A1445|Violation of Freedom of Expression_A1445|Violation of the Rights of Detainees with Disabilities_A1445","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,4,"North Korean","Ministry of People’s Security","40-49","Unknown","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Right to Health|Torture & CID|Violation of Freedom of Expression|Violation of the Rights of Detainees with Disabilities",0,0,1,1,1,0,1,0,0,0,1
"973","det-A1444","perp-A1447","01/02/1999","28/02/2000",1999,2000,"Women|Pregnant Women","30-39","Female","Unknown","Arbitrary Deprivation of Liberty_A1444|Violation of Freedom of Expression_A1444|Violation of Right to Health_A1444|Torture & CID_A1444|Violation of the Right to Freedom of Conscience, Thought and Religion_A1444","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,1,"North Korean","Ministry of People’s Security","30-39","Junior Lieutenant (sowi)","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Right to Health|Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion",1,0,1,1,1,0,1,0,0,0,0
"974","det-A1444","perp-A0936","01/02/1999","28/02/2000",1999,2000,"Women|Pregnant Women","30-39","Female","Unknown","Arbitrary Deprivation of Liberty_A1444|Violation of Freedom of Expression_A1444|Violation of Right to Health_A1444|Torture & CID_A1444|Violation of the Right to Freedom of Conscience, Thought and Religion_A1444","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,3,"North Korean","Ministry of People’s Security","40-49","Major (sojwa)","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Right to Health|Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion",1,0,1,1,1,0,1,0,0,0,0
"975","det-A1444","perp-A0935","01/02/1999","28/02/2000",1999,2000,"Women|Pregnant Women","30-39","Female","Unknown","Arbitrary Deprivation of Liberty_A1444|Violation of Freedom of Expression_A1444|Violation of Right to Health_A1444|Torture & CID_A1444|Violation of the Right to Freedom of Conscience, Thought and Religion_A1444","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,3,"North Korean","Ministry of People’s Security","40-49","Unknown","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Right to Health|Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion",1,0,1,1,1,0,1,0,0,0,0
"976","det-A1443","perp-A1447","01/02/1999","28/02/2000",1999,2000,"Women|Pregnant Women","30-39","Female","Unknown","Violation of Freedom of Expression_A1443|Violation of the Right to Freedom of Conscience, Thought and Religion_A1443|Arbitrary Deprivation of Liberty_A1443|Torture & CID_A1443|Violation of Right to Health_A1443","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,2,"North Korean","Ministry of People’s Security","30-39","Junior Lieutenant (sowi)","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Arbitrary Deprivation of Liberty|Torture & CID|Violation of Right to Health",1,0,1,1,1,0,1,0,0,0,0
"977","det-A1443","perp-A0936","01/02/1999","28/02/2000",1999,2000,"Women|Pregnant Women","30-39","Female","Unknown","Violation of Freedom of Expression_A1443|Violation of the Right to Freedom of Conscience, Thought and Religion_A1443|Arbitrary Deprivation of Liberty_A1443|Torture & CID_A1443|Violation of Right to Health_A1443","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,2,"North Korean","Ministry of People’s Security","40-49","Major (sojwa)","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Arbitrary Deprivation of Liberty|Torture & CID|Violation of Right to Health",1,0,1,1,1,0,1,0,0,0,0
"978","det-A1443","perp-A0935","01/02/1999","28/02/2000",1999,2000,"Women|Pregnant Women","30-39","Female","Unknown","Violation of Freedom of Expression_A1443|Violation of the Right to Freedom of Conscience, Thought and Religion_A1443|Arbitrary Deprivation of Liberty_A1443|Torture & CID_A1443|Violation of Right to Health_A1443","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,2,"North Korean","Ministry of People’s Security","40-49","Unknown","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Arbitrary Deprivation of Liberty|Torture & CID|Violation of Right to Health",1,0,1,1,1,0,1,0,0,0,0
"979","det-A0727","perp-A0816","01/12/2006","31/01/2007",2006,2007,"Women","40-49","Female","Unknown","Violation of Right to Health_A0727|Violation of the Right to Freedom of Conscience, Thought and Religion_A0727|Violation of Freedom of Expression_A0727|Arbitrary Deprivation of Liberty_A0727|Torture & CID_A0727","Manpo City MSS Detention Centre","Chagang","Ministry of State Security","Detention Centre",1,4,"North Korean","Ministry of State Security","50-59","Unknown","Manpo City MSS Detention Centre","Chagang","Detention Centre",1,"Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression|Arbitrary Deprivation of Liberty|Torture & CID",1,0,1,1,1,0,1,0,0,0,0
